"","ID","negmusicICC","posmusicICC","negpicICC","pospicICC","negICC","posICC","allmusicICC","allpicICC"
"38","5f6b8930b9d9530b1b065360",-0.492193614060666,-0.809834386666842,-1.23618396704404,-1.138965577254,-1.19975266092961,-0.971869306047128,-0.651014000363754,-1.18757477214902
"39","60463896f9a82809f6eda231",-1.0794183006386,-1.85683156235579,-1.2332822149843,-2.06613139620605,-1.15179730864254,-1.93367927450059,-1.46812493149719,-1.64970680559517
"40","608bfa04767191aa4d57bfd8",-1.26669478130387,-1.69308392323719,-1.98393155591389,-1.8982392617249,-1.54320353074107,-1.7605785582051,-1.47988935227053,-1.94108540881939
"41","60abe580aa82f25a7acc9800",-0.718119526760207,-0.528619654845803,-1.14000349940581,-1.17375845730554,-1.10023534789008,-0.921660306029694,-0.623369590803005,-1.15688097835568
"42","60bff9298f56d55c8ecd9adf",-0.71757332929885,-1.25417325558007,-1.94415576489117,-2.35670476270266,-1.39933766844751,-1.76899951052182,-0.985873292439462,-2.15043026379692
"43","60c381c26357c51532f1b378",-0.288454385335607,-0.994191699408326,-0.537177696151549,-1.17328074249458,-0.439478035885924,-1.10830970229427,-0.641323042371966,-0.855229219323064
"44","60ca4cfb5c287146cad0695a",-1.7395625887012,-2.19000493901343,-2.83566214595945,-3.42875006584757,-2.47786146655553,-2.80693090021606,-1.96478376385732,-3.13220610590351
"45","60dc4e2299f89a7ca94b2c91",0,-1.31194931491402,-0.467372121694331,-2.5167389780548,-0.470120723849957,-1.96109729835921,-0.655974657457008,-1.49205554987457
"46","60dfa0f80964725cfdab1685",-1.14964330430576,-1.18565028020812,-1.13768838089703,-1.56008955387537,-1.16357379377039,-1.38158950749828,-1.16764679225694,-1.3488889673862
"47","60f6ce6de6cf393bcde0c14d",-2.66547962764565,-1.62582539546911,-2.40804318861078,-1.74429047378512,-2.48380718520926,-1.68749703376632,-2.14565251155738,-2.07616683119795
"48","60fdd5214fe9e80b975361bd",-0.888053077490017,-1.53967856161676,-1.18744648660678,-1.64285396637984,-1.05402166451995,-1.55947291083906,-1.21386581955339,-1.41515022649331
"49","612517df29cd32c6632b4a44",-0.912631708402715,-1.30592630354995,-0.914332929427959,-2.20342397785778,-0.918876071927637,-1.72259095188845,-1.10927900597633,-1.55887845364287
"50","61350714824fe9ef61afde03",0,-1.25202919773458,-1.77913012380541,-1.71301185109904,-1.03075048591689,-1.5099341212291,-0.626014598867289,-1.74607098745222
"51","614ba174b4090c0f7ed64278",0,-0.764415793965034,-0.0462456425607472,-1.43289916930638,-0.0903108571517654,-1.13958423372254,-0.382207896982517,-0.739572405933565
"52","615ddab1e4f013092538b6c5",-0.398494727657428,-0.447734355653978,-1.18155727378832,-1.16524108263203,-0.924403759053895,-0.97453194030335,-0.423114541655703,-1.17339917821018
"53","6266e63b82fa38e800e33a24",-1.12635492355645,-1.06420214219896,-2.17702284524306,-1.92311021134992,-1.99429388883614,-1.59320428279449,-1.09527853287771,-2.05006652829649
