Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-fj4d,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: Image,Spreadsheet: Audio,Spreadsheet: randomise_block,Spreadsheet: gloomy_rating,Spreadsheet: upset_rating,Spreadsheet: scared_rating,Spreadsheet: sad_rating,Spreadsheet: anxious_rating,Spreadsheet: happy_rating,Spreadsheet: satisfied_rating,Spreadsheet: excited_rating,Spreadsheet: joyful_rating,Spreadsheet: relaxed_rating,Manipulation: Spreadsheet,Store: progress,Store: progress_practice
224,1730143675646,28/10/2024 19:27:55,1730129275646,-4,28/10/2024 11:27:55,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,7,Ratings,Ratings,j64n3q,1,response,70,31394.099999999977,49395.29999999993,49404.79999999399,31394.099999999977,49395.29999999993,49404.79999999399,1,31394.099999999977,18010.699999994016,0,,Slider,Upset Slider,13,object-129,Ratings,Garbage dump 1.jpg,,9,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,73,22
225,1730143675646,28/10/2024 19:27:55,1730129275646,-4,28/10/2024 11:27:55,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,7,Ratings,Ratings,j64n3q,1,response,66,17784,49395.29999999993,49405.100000005914,17784,49395.29999999993,49405.100000005914,1,17784,31621.100000005914,0,,Slider,Sad Slider,15,object-131,Ratings,Garbage dump 1.jpg,,9,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,74,22
226,1730143675646,28/10/2024 19:27:55,1730129275646,-4,28/10/2024 11:27:55,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,7,Ratings,Ratings,j64n3q,1,response,0,37455.19999999995,49395.29999999993,49405.39999998803,37455.19999999995,49395.29999999993,49405.39999998803,1,37455.19999999995,11950.199999988079,0,,Slider,Satisfied Slider,17,object-133,Ratings,Garbage dump 1.jpg,,9,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,75,22
227,1730143675647,28/10/2024 19:27:55,1730129275647,-4,28/10/2024 11:27:55,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,7,Ratings,Ratings,j64n3q,1,response,50,22810.29999999993,49395.29999999993,49405.69999999995,22810.29999999993,49395.29999999993,49405.69999999995,1,22810.29999999993,26595.400000000023,0,,Slider,Scared Slider,19,object-135,Ratings,Garbage dump 1.jpg,,9,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,76,22
228,1730143675647,28/10/2024 19:27:55,1730129275647,-4,28/10/2024 11:27:55,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,7,Ratings,Ratings,j64n3q,1,response,0,40077,49395.29999999993,49405.99999998207,40077,49395.29999999993,49405.99999998207,1,40077,9328.999999982072,0,,Slider,Joyful Slider,21,object-137,Ratings,Garbage dump 1.jpg,,9,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,77,22
229,1730143678609,28/10/2024 19:27:58,1730129278609,-4,28/10/2024 11:27:58,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,5,Fixation_Music,Fixation Cross,9dr1nk,1,continue,,2972.0999999999767,2972.0999999999767,2972.0999999999767,2972.0999999999767,2972.0999999999767,2972.0999999999767,1,2972.0999999999767,0,0,,Fixation Timing,Fixation Cross,1,object-99,Fixation_Music,,12_2.mp3,22,,,,,,,,,,,,77,22
230,1730143678611,28/10/2024 19:27:58,1730129278611,-4,28/10/2024 11:27:58,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,5,Fixation_Music,Music,kaqnbx,2,info,audio started,0,0,0,2.0999999821651727,0,2.0999999821651727,1,0,0,0,,Audio Clip,Audio,1,object-104,Fixation_Music,,12_2.mp3,22,,,,,,,,,,,,77,22
231,1730143686608,28/10/2024 19:28:06,1730129286608,-4,28/10/2024 11:28:06,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,5,Fixation_Music,Music,kaqnbx,2,timedOut,,0,0,0,7999.200000006007,7998.800000000047,7999.200000006007,1,0,0,0,,Time Limit,screen,0,screen,Fixation_Music,,12_2.mp3,22,,,,,,,,,,,,77,22
232,1730143686686,28/10/2024 19:28:06,1730129286686,-4,28/10/2024 11:28:06,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,5,Fixation_Music,Music,kaqnbx,2,info,audio finished,0,0,0,8077.200000006007,8065.900000000023,8077.200000006007,1,0,0,0,,Audio Clip,Audio,1,object-104,Fixation_Music,,12_2.mp3,22,,,,,,,,,,,,77,22
233,1730143686686,28/10/2024 19:28:06,1730129286686,-4,28/10/2024 11:28:06,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,5,Fixation_Music,Music,kaqnbx,2,continue,,0,0,0,8077.700000006007,8065.900000000023,8077.700000006007,1,0,0,0,,Audio Clip,Audio,1,object-104,Fixation_Music,,12_2.mp3,22,,,,,,,,,,,,77,22
234,1730143686696,28/10/2024 19:28:06,1730129286696,-4,28/10/2024 11:28:06,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,8,Ratings,Ratings,j64n3q,1,info,,16.699999999953434,0,16.699999999953434,16.699999999953434,0,16.699999999953434,1,16.699999999953434,0,0,,Slider,Anxious Slider,3,object-107,Ratings,,12_2.mp3,22,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,77,22
235,1730143686697,28/10/2024 19:28:06,1730129286697,-4,28/10/2024 11:28:06,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,8,Ratings,Ratings,j64n3q,1,info,,16.699999999953434,0,16.699999999953434,16.699999999953434,0,16.699999999953434,1,16.699999999953434,0,0,,Slider,Relaxed Slider,5,object-111,Ratings,,12_2.mp3,22,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,77,22
236,1730143686698,28/10/2024 19:28:06,1730129286698,-4,28/10/2024 11:28:06,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,8,Ratings,Ratings,j64n3q,1,info,,16.699999999953434,0,16.699999999953434,16.699999999953434,0,16.699999999953434,1,16.699999999953434,0,0,,Slider,Gloomy Slider,7,object-114,Ratings,,12_2.mp3,22,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,77,22
237,1730143686698,28/10/2024 19:28:06,1730129286698,-4,28/10/2024 11:28:06,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,8,Ratings,Ratings,j64n3q,1,info,,16.699999999953434,0,16.699999999953434,16.699999999953434,0,16.699999999953434,1,16.699999999953434,0,0,,Slider,Excited Slider,9,object-115,Ratings,,12_2.mp3,22,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,77,22
238,1730143686699,28/10/2024 19:28:06,1730129286699,-4,28/10/2024 11:28:06,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,8,Ratings,Ratings,j64n3q,1,info,,16.699999999953434,0,16.699999999953434,16.699999999953434,0,16.699999999953434,1,16.699999999953434,0,0,,Slider,Happy Slider,11,object-144,Ratings,,12_2.mp3,22,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,77,22
239,1730143686700,28/10/2024 19:28:06,1730129286700,-4,28/10/2024 11:28:06,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,8,Ratings,Ratings,j64n3q,1,info,,16.699999999953434,0,16.699999999953434,16.699999999953434,0,16.699999999953434,1,16.699999999953434,0,0,,Slider,Upset Slider,13,object-129,Ratings,,12_2.mp3,22,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,77,22
240,1730143686701,28/10/2024 19:28:06,1730129286701,-4,28/10/2024 11:28:06,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,8,Ratings,Ratings,j64n3q,1,info,,16.699999999953434,0,16.699999999953434,16.699999999953434,0,16.699999999953434,1,16.699999999953434,0,0,,Slider,Sad Slider,15,object-131,Ratings,,12_2.mp3,22,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,77,22
241,1730143686702,28/10/2024 19:28:06,1730129286702,-4,28/10/2024 11:28:06,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,8,Ratings,Ratings,j64n3q,1,info,,16.699999999953434,0,16.699999999953434,16.699999999953434,0,16.699999999953434,1,16.699999999953434,0,0,,Slider,Satisfied Slider,17,object-133,Ratings,,12_2.mp3,22,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,77,22
242,1730143686703,28/10/2024 19:28:06,1730129286703,-4,28/10/2024 11:28:06,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,8,Ratings,Ratings,j64n3q,1,info,,16.699999999953434,0,16.699999999953434,16.699999999953434,0,16.699999999953434,1,16.699999999953434,0,0,,Slider,Scared Slider,19,object-135,Ratings,,12_2.mp3,22,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,77,22
243,1730143686704,28/10/2024 19:28:06,1730129286704,-4,28/10/2024 11:28:06,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,8,Ratings,Ratings,j64n3q,1,info,,16.699999999953434,0,16.699999999953434,16.699999999953434,0,16.699999999953434,1,16.699999999953434,0,0,,Slider,Joyful Slider,21,object-137,Ratings,,12_2.mp3,22,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,77,22
244,1730143751591,28/10/2024 19:29:11,1730129351591,-4,28/10/2024 11:29:11,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,8,Ratings,Ratings,j64n3q,1,continue,,64915.69999998214,64909.59999999998,64915.69999998214,64915.69999998214,64909.59999999998,64915.69999998214,1,64915.69999998214,0,0,,Click To Continue,Continue,22,object-108,Ratings,,12_2.mp3,22,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,78,22
245,1730143751594,28/10/2024 19:29:11,1730129351594,-4,28/10/2024 11:29:11,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,8,Ratings,Ratings,j64n3q,1,response,11,4292.70000000007,64909.59999999998,64919.49999999406,4292.70000000007,64909.59999999998,64919.49999999406,1,4292.70000000007,60626.79999999399,0,,Slider,Anxious Slider,3,object-107,Ratings,,12_2.mp3,22,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,79,22
246,1730143751594,28/10/2024 19:29:11,1730129351594,-4,28/10/2024 11:29:11,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,8,Ratings,Ratings,j64n3q,1,response,40,30660,64909.59999999998,64919.90000000002,30660,64909.59999999998,64919.90000000002,1,30660,34259.90000000002,0,,Slider,Relaxed Slider,5,object-111,Ratings,,12_2.mp3,22,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,80,22
247,1730143751595,28/10/2024 19:29:11,1730129351595,-4,28/10/2024 11:29:11,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,8,Ratings,Ratings,j64n3q,1,response,0,10570.70000000007,64909.59999999998,64920.300000005984,10570.70000000007,64909.59999999998,64920.300000005984,1,10570.70000000007,54349.600000005914,0,,Slider,Gloomy Slider,7,object-114,Ratings,,12_2.mp3,22,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,81,22
248,1730143751595,28/10/2024 19:29:11,1730129351595,-4,28/10/2024 11:29:11,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,8,Ratings,Ratings,j64n3q,1,response,40,36103.20000000007,64909.59999999998,64920.40000000002,36103.20000000007,64909.59999999998,64920.40000000002,1,36103.20000000007,28817.199999999953,0,,Slider,Excited Slider,9,object-115,Ratings,,12_2.mp3,22,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,82,22
249,1730143751595,28/10/2024 19:29:11,1730129351595,-4,28/10/2024 11:29:11,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,8,Ratings,Ratings,j64n3q,1,response,60,13593.5,64909.59999999998,64920.800000005984,13593.5,64909.59999999998,64920.800000005984,1,13593.5,51327.300000005984,0,,Slider,Happy Slider,11,object-144,Ratings,,12_2.mp3,22,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,83,22
250,1730143751595,28/10/2024 19:29:11,1730129351595,-4,28/10/2024 11:29:11,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,8,Ratings,Ratings,j64n3q,1,response,0,42366.09999999998,64909.59999999998,64920.99999999406,42366.09999999998,64909.59999999998,64920.99999999406,1,42366.09999999998,22554.899999994086,0,,Slider,Upset Slider,13,object-129,Ratings,,12_2.mp3,22,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,84,22
251,1730143751596,28/10/2024 19:29:11,1730129351596,-4,28/10/2024 11:29:11,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,8,Ratings,Ratings,j64n3q,1,response,22,21007.099999999977,64909.59999999998,64921.5999999881,21007.099999999977,64909.59999999998,64921.5999999881,1,21007.099999999977,43914.499999988126,0,,Slider,Sad Slider,15,object-131,Ratings,,12_2.mp3,22,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,85,22
252,1730143751596,28/10/2024 19:29:11,1730129351596,-4,28/10/2024 11:29:11,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,8,Ratings,Ratings,j64n3q,1,response,50,45938.80000000005,64909.59999999998,64921.99999999406,45938.80000000005,64909.59999999998,64921.99999999406,1,45938.80000000005,18983.199999994016,0,,Slider,Satisfied Slider,17,object-133,Ratings,,12_2.mp3,22,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,86,22
253,1730143751597,28/10/2024 19:29:11,1730129351597,-4,28/10/2024 11:29:11,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,8,Ratings,Ratings,j64n3q,1,response,0,28388.300000000047,64909.59999999998,64922.19999998214,28388.300000000047,64909.59999999998,64922.19999998214,1,28388.300000000047,36533.899999982095,0,,Slider,Scared Slider,19,object-135,Ratings,,12_2.mp3,22,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,87,22
254,1730143751597,28/10/2024 19:29:11,1730129351597,-4,28/10/2024 11:29:11,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,8,Ratings,Ratings,j64n3q,1,response,35,53436.70000000007,64909.59999999998,64922.5999999881,53436.70000000007,64909.59999999998,64922.5999999881,1,53436.70000000007,11485.899999988033,0,,Slider,Joyful Slider,21,object-137,Ratings,,12_2.mp3,22,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,88,22
255,1730143754557,28/10/2024 19:29:14,1730129354557,-4,28/10/2024 11:29:14,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,4,Fixation_Image,Fixation Cross,aska1u,1,continue,,2971.9000000000233,2971.9000000000233,2971.9000000000233,2971.9000000000233,2971.9000000000233,2971.9000000000233,1,2971.9000000000233,0,0,,Fixation Timing,Fixation Cross,1,object-49,Fixation_Image,Rocks 1.jpg,,14,,,,,,,,,,,,88,22
256,1730143762556,28/10/2024 19:29:22,1730129362556,-4,28/10/2024 11:29:22,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,4,Fixation_Image,Image,uk5pr7,2,timedOut,,0,0,0,7999.900000000023,7999.599999999977,7999.900000000023,1,0,0,0,,Time Limit,screen,0,screen,Fixation_Image,Rocks 1.jpg,,14,,,,,,,,,,,,88,22
257,1730143762571,28/10/2024 19:29:22,1730129362571,-4,28/10/2024 11:29:22,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,9,Ratings,Ratings,j64n3q,1,info,,15.899999994086102,0,15.899999994086102,15.899999994086102,0,15.899999994086102,1,15.899999994086102,0,0,,Slider,Anxious Slider,3,object-107,Ratings,Rocks 1.jpg,,14,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,88,22
258,1730143762572,28/10/2024 19:29:22,1730129362572,-4,28/10/2024 11:29:22,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,9,Ratings,Ratings,j64n3q,1,info,,16.8999999940861,0,16.8999999940861,16.8999999940861,0,16.8999999940861,1,16.8999999940861,0,0,,Slider,Relaxed Slider,5,object-111,Ratings,Rocks 1.jpg,,14,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,88,22
259,1730143762573,28/10/2024 19:29:22,1730129362573,-4,28/10/2024 11:29:22,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,9,Ratings,Ratings,j64n3q,1,info,,17.29999999993015,0,17.29999999993015,17.29999999993015,0,17.29999999993015,1,17.29999999993015,0,0,,Slider,Gloomy Slider,7,object-114,Ratings,Rocks 1.jpg,,14,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,88,22
260,1730143762574,28/10/2024 19:29:22,1730129362574,-4,28/10/2024 11:29:22,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,9,Ratings,Ratings,j64n3q,1,info,,17.29999999993015,0,17.29999999993015,17.29999999993015,0,17.29999999993015,1,17.29999999993015,0,0,,Slider,Excited Slider,9,object-115,Ratings,Rocks 1.jpg,,14,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,88,22
261,1730143762575,28/10/2024 19:29:22,1730129362575,-4,28/10/2024 11:29:22,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,9,Ratings,Ratings,j64n3q,1,info,,17.29999999993015,0,17.29999999993015,17.29999999993015,0,17.29999999993015,1,17.29999999993015,0,0,,Slider,Happy Slider,11,object-144,Ratings,Rocks 1.jpg,,14,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,88,22
262,1730143762576,28/10/2024 19:29:22,1730129362576,-4,28/10/2024 11:29:22,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,9,Ratings,Ratings,j64n3q,1,info,,17.29999999993015,0,17.29999999993015,17.29999999993015,0,17.29999999993015,1,17.29999999993015,0,0,,Slider,Upset Slider,13,object-129,Ratings,Rocks 1.jpg,,14,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,88,22
263,1730143762578,28/10/2024 19:29:22,1730129362578,-4,28/10/2024 11:29:22,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,9,Ratings,Ratings,j64n3q,1,info,,17.29999999993015,0,17.29999999993015,17.29999999993015,0,17.29999999993015,1,17.29999999993015,0,0,,Slider,Sad Slider,15,object-131,Ratings,Rocks 1.jpg,,14,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,88,22
264,1730143762579,28/10/2024 19:29:22,1730129362579,-4,28/10/2024 11:29:22,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,9,Ratings,Ratings,j64n3q,1,info,,17.29999999993015,0,17.29999999993015,17.29999999993015,0,17.29999999993015,1,17.29999999993015,0,0,,Slider,Satisfied Slider,17,object-133,Ratings,Rocks 1.jpg,,14,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,88,22
265,1730143762580,28/10/2024 19:29:22,1730129362580,-4,28/10/2024 11:29:22,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,9,Ratings,Ratings,j64n3q,1,info,,17.29999999993015,0,17.29999999993015,17.29999999993015,0,17.29999999993015,1,17.29999999993015,0,0,,Slider,Scared Slider,19,object-135,Ratings,Rocks 1.jpg,,14,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,88,22
266,1730143762581,28/10/2024 19:29:22,1730129362581,-4,28/10/2024 11:29:22,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,9,Ratings,Ratings,j64n3q,1,info,,17.29999999993015,0,17.29999999993015,17.29999999993015,0,17.29999999993015,1,17.29999999993015,0,0,,Slider,Joyful Slider,21,object-137,Ratings,Rocks 1.jpg,,14,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,88,22
267,1730143826070,28/10/2024 19:30:26,1730129426070,-4,28/10/2024 11:30:26,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,9,Ratings,Ratings,j64n3q,1,continue,,63514.20000000601,63505.70000000007,63514.20000000601,63514.20000000601,63505.70000000007,63514.20000000601,1,63514.20000000601,0,0,,Click To Continue,Continue,22,object-108,Ratings,Rocks 1.jpg,,14,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,89,22
