Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-fj4d,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: Image,Spreadsheet: Audio,Spreadsheet: randomise_block,Spreadsheet: gloomy_rating,Spreadsheet: upset_rating,Spreadsheet: scared_rating,Spreadsheet: sad_rating,Spreadsheet: anxious_rating,Spreadsheet: happy_rating,Spreadsheet: satisfied_rating,Spreadsheet: excited_rating,Spreadsheet: joyful_rating,Spreadsheet: relaxed_rating,Manipulation: Spreadsheet,Store: progress,Store: progress_practice
43,1730143176082,28/10/2024 19:19:36,1730128776082,-4,28/10/2024 11:19:36,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,2,Ratings_Practice,Practice Ratings,smykl5,1,info,,14.299999999988358,0,14.299999999988358,14.299999999988358,0,14.299999999988358,1,14.299999999988358,0,0,,Slider,Joyful Slider,21,object-200,Ratings_Practice,,8_pieceA_dreamy_calm_joyous_1.mp3,,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,,11
44,1730143221647,28/10/2024 19:20:21,1730128821647,-4,28/10/2024 11:20:21,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,2,Ratings_Practice,Practice Ratings,smykl5,1,continue,,45578.70000000595,45571.899999999994,45578.70000000595,45578.70000000595,45571.899999999994,45578.70000000595,1,45578.70000000595,0,0,,Click To Continue,Continue,22,object-201,Ratings_Practice,,8_pieceA_dreamy_calm_joyous_1.mp3,,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,,12
45,1730143221651,28/10/2024 19:20:21,1730128821651,-4,28/10/2024 11:20:21,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,2,Ratings_Practice,Practice Ratings,smykl5,1,response,0,3523.6999999999825,45571.899999999994,45582.39999999403,3523.6999999999825,45571.899999999994,45582.39999999403,1,3523.6999999999825,42058.699999994045,0,,Slider,Anxious Slider,3,object-182,Ratings_Practice,,8_pieceA_dreamy_calm_joyous_1.mp3,,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,,13
46,1730143221651,28/10/2024 19:20:21,1730128821651,-4,28/10/2024 11:20:21,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,2,Ratings_Practice,Practice Ratings,smykl5,1,response,12,28722.29999999999,45571.899999999994,45582.79999999999,28722.29999999999,45571.899999999994,45582.79999999999,1,28722.29999999999,16860.5,0,,Slider,Relaxed Slider,5,object-184,Ratings_Practice,,8_pieceA_dreamy_calm_joyous_1.mp3,,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,,14
47,1730143221651,28/10/2024 19:20:21,1730128821651,-4,28/10/2024 11:20:21,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,2,Ratings_Practice,Practice Ratings,smykl5,1,response,0,9134.5,45571.899999999994,45583.09999998211,9134.5,45571.899999999994,45583.09999998211,1,9134.5,36448.59999998211,0,,Slider,Gloomy Slider,7,object-186,Ratings_Practice,,8_pieceA_dreamy_calm_joyous_1.mp3,,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,,15
48,1730143221651,28/10/2024 19:20:21,1730128821651,-4,28/10/2024 11:20:21,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,2,Ratings_Practice,Practice Ratings,smykl5,1,response,51,31428.5,45571.899999999994,45583.49999998807,31428.5,45571.899999999994,45583.49999998807,1,31428.5,14154.999999988067,0,,Slider,Excited Slider,9,object-188,Ratings_Practice,,8_pieceA_dreamy_calm_joyous_1.mp3,,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,,16
49,1730143221652,28/10/2024 19:20:21,1730128821652,-4,28/10/2024 11:20:21,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,2,Ratings_Practice,Practice Ratings,smykl5,1,response,25,11622.699999999983,45571.899999999994,45583.89999999403,11622.699999999983,45571.899999999994,45583.89999999403,1,11622.699999999983,33961.199999994045,0,,Slider,Happy Slider,11,object-190,Ratings_Practice,,8_pieceA_dreamy_calm_joyous_1.mp3,,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,,17
50,1730143221652,28/10/2024 19:20:21,1730128821652,-4,28/10/2024 11:20:21,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,2,Ratings_Practice,Practice Ratings,smykl5,1,response,0,33799.19999999998,45571.899999999994,45584.09999998211,33799.19999999998,45571.899999999994,45584.09999998211,1,33799.19999999998,11784.899999982124,0,,Slider,Upset Slider,13,object-192,Ratings_Practice,,8_pieceA_dreamy_calm_joyous_1.mp3,,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,,18
51,1730143221652,28/10/2024 19:20:21,1730128821652,-4,28/10/2024 11:20:21,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,2,Ratings_Practice,Practice Ratings,smykl5,1,response,5,14077.299999999988,45571.899999999994,45584.49999998807,14077.299999999988,45571.899999999994,45584.49999998807,1,14077.299999999988,31507.19999998808,0,,Slider,Sad Slider,15,object-194,Ratings_Practice,,8_pieceA_dreamy_calm_joyous_1.mp3,,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,,19
52,1730143221653,28/10/2024 19:20:21,1730128821653,-4,28/10/2024 11:20:21,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,2,Ratings_Practice,Practice Ratings,smykl5,1,response,30,35920.29999999999,45571.899999999994,45584.89999999403,35920.29999999999,45571.899999999994,45584.89999999403,1,35920.29999999999,9664.59999999404,0,,Slider,Satisfied Slider,17,object-196,Ratings_Practice,,8_pieceA_dreamy_calm_joyous_1.mp3,,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,,20
53,1730143221653,28/10/2024 19:20:21,1730128821653,-4,28/10/2024 11:20:21,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,2,Ratings_Practice,Practice Ratings,smykl5,1,response,0,23796.29999999999,45571.899999999994,45585.29999999999,23796.29999999999,45571.899999999994,45585.29999999999,1,23796.29999999999,21789,0,,Slider,Scared Slider,19,object-198,Ratings_Practice,,8_pieceA_dreamy_calm_joyous_1.mp3,,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,,21
54,1730143221654,28/10/2024 19:20:21,1730128821654,-4,28/10/2024 11:20:21,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,2,Ratings_Practice,Practice Ratings,smykl5,1,response,62,44453.59999999998,45571.899999999994,45585.70000000595,44453.59999999998,45571.899999999994,45585.70000000595,1,44453.59999999998,1132.100000005972,0,,Slider,Joyful Slider,21,object-200,Ratings_Practice,,8_pieceA_dreamy_calm_joyous_1.mp3,,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,,22
55,1730143227008,28/10/2024 19:20:27,1730128827008,-4,28/10/2024 11:20:27,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,1,Practice End,Screen 1,qrm6o8,1,continue,,5367.599999988073,5360.100000000006,5367.599999988073,5367.599999988073,5360.100000000006,5367.599999988073,1,5367.599999988073,0,0,,Click To Continue,Continue Button,2,object-81,Practice End,,,,,,,,,,,,,,,,22
56,1730143229973,28/10/2024 19:20:29,1730128829973,-4,28/10/2024 11:20:29,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,1,Fixation_Image,Fixation Cross,aska1u,1,continue,,2972.5,2972.5,2972.5,2972.5,2972.5,2972.5,1,2972.5,0,0,,Fixation Timing,Fixation Cross,1,object-49,Fixation_Image,Toilet 4.jpg,,16,,,,,,,,,,,,,22
57,1730143237973,28/10/2024 19:20:37,1730128837973,-4,28/10/2024 11:20:37,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,1,Fixation_Image,Image,uk5pr7,2,timedOut,,0,0,0,8000.700000005949,8000,8000.700000005949,1,0,0,0,,Time Limit,screen,0,screen,Fixation_Image,Toilet 4.jpg,,16,,,,,,,,,,,,,22
58,1730143237987,28/10/2024 19:20:37,1730128837987,-4,28/10/2024 11:20:37,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,1,Ratings,Ratings,j64n3q,1,info,,14.700000005948823,0,14.700000005948823,14.700000005948823,0,14.700000005948823,1,14.700000005948823,0,0,,Slider,Anxious Slider,3,object-107,Ratings,Toilet 4.jpg,,16,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,,22
59,1730143237988,28/10/2024 19:20:37,1730128837988,-4,28/10/2024 11:20:37,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,1,Ratings,Ratings,j64n3q,1,info,,15.599999982106965,0,15.599999982106965,15.599999982106965,0,15.599999982106965,1,15.599999982106965,0,0,,Slider,Relaxed Slider,5,object-111,Ratings,Toilet 4.jpg,,16,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,,22
60,1730143237989,28/10/2024 19:20:37,1730128837989,-4,28/10/2024 11:20:37,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,1,Ratings,Ratings,j64n3q,1,info,,16.399999994027894,0,16.399999994027894,16.399999994027894,0,16.399999994027894,1,16.399999994027894,0,0,,Slider,Gloomy Slider,7,object-114,Ratings,Toilet 4.jpg,,16,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,,22
61,1730143237990,28/10/2024 19:20:37,1730128837990,-4,28/10/2024 11:20:37,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,1,Ratings,Ratings,j64n3q,1,info,,17.399999994027894,0,17.399999994027894,17.399999994027894,0,17.399999994027894,1,17.399999994027894,0,0,,Slider,Excited Slider,9,object-115,Ratings,Toilet 4.jpg,,16,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,,22
62,1730143237991,28/10/2024 19:20:37,1730128837991,-4,28/10/2024 11:20:37,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,1,Ratings,Ratings,j64n3q,1,info,,17.800000000017462,0,17.800000000017462,17.800000000017462,0,17.800000000017462,1,17.800000000017462,0,0,,Slider,Happy Slider,11,object-144,Ratings,Toilet 4.jpg,,16,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,,22
63,1730143237991,28/10/2024 19:20:37,1730128837991,-4,28/10/2024 11:20:37,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,1,Ratings,Ratings,j64n3q,1,info,,17.800000000017462,0,17.800000000017462,17.800000000017462,0,17.800000000017462,1,17.800000000017462,0,0,,Slider,Upset Slider,13,object-129,Ratings,Toilet 4.jpg,,16,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,,22
64,1730143237992,28/10/2024 19:20:37,1730128837992,-4,28/10/2024 11:20:37,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,1,Ratings,Ratings,j64n3q,1,info,,17.800000000017462,0,17.800000000017462,17.800000000017462,0,17.800000000017462,1,17.800000000017462,0,0,,Slider,Sad Slider,15,object-131,Ratings,Toilet 4.jpg,,16,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,,22
65,1730143237993,28/10/2024 19:20:37,1730128837993,-4,28/10/2024 11:20:37,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,1,Ratings,Ratings,j64n3q,1,info,,17.800000000017462,0,17.800000000017462,17.800000000017462,0,17.800000000017462,1,17.800000000017462,0,0,,Slider,Satisfied Slider,17,object-133,Ratings,Toilet 4.jpg,,16,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,,22
66,1730143237994,28/10/2024 19:20:37,1730128837994,-4,28/10/2024 11:20:37,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,1,Ratings,Ratings,j64n3q,1,info,,17.800000000017462,0,17.800000000017462,17.800000000017462,0,17.800000000017462,1,17.800000000017462,0,0,,Slider,Scared Slider,19,object-135,Ratings,Toilet 4.jpg,,16,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,,22
67,1730143237995,28/10/2024 19:20:37,1730128837995,-4,28/10/2024 11:20:37,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,1,Ratings,Ratings,j64n3q,1,info,,17.800000000017462,0,17.800000000017462,17.800000000017462,0,17.800000000017462,1,17.800000000017462,0,0,,Slider,Joyful Slider,21,object-137,Ratings,Toilet 4.jpg,,16,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,,22
68,1730143297941,28/10/2024 19:21:37,1730128897941,-4,28/10/2024 11:21:37,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,1,Ratings,Ratings,j64n3q,1,continue,,59967.20000000595,59965.09999999998,59967.20000000595,59967.20000000595,59965.09999999998,59967.20000000595,1,59967.20000000595,0,0,,Click To Continue,Continue,22,object-108,Ratings,Toilet 4.jpg,,16,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,1,22
69,1730143297946,28/10/2024 19:21:37,1730128897946,-4,28/10/2024 11:21:37,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,1,Ratings,Ratings,j64n3q,1,response,0,13291.399999999994,59965.09999999998,59973.70000000595,13291.399999999994,59965.09999999998,59973.70000000595,1,13291.399999999994,46682.300000005955,0,,Slider,Anxious Slider,3,object-107,Ratings,Toilet 4.jpg,,16,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,2,22
70,1730143297947,28/10/2024 19:21:37,1730128897947,-4,28/10/2024 11:21:37,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,1,Ratings,Ratings,j64n3q,1,response,0,36970.59999999998,59965.09999999998,59974.29999999999,36970.59999999998,59965.09999999998,59974.29999999999,1,36970.59999999998,23003.70000000001,0,,Slider,Relaxed Slider,5,object-111,Ratings,Toilet 4.jpg,,16,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,3,22
71,1730143297947,28/10/2024 19:21:37,1730128897947,-4,28/10/2024 11:21:37,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,1,Ratings,Ratings,j64n3q,1,response,5,16782,59965.09999999998,59974.49999998807,16782,59965.09999999998,59974.49999998807,1,16782,43192.49999998807,0,,Slider,Gloomy Slider,7,object-114,Ratings,Toilet 4.jpg,,16,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,4,22
72,1730143297947,28/10/2024 19:21:37,1730128897947,-4,28/10/2024 11:21:37,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,1,Ratings,Ratings,j64n3q,1,response,0,40127.29999999999,59965.09999999998,59974.79999999999,40127.29999999999,59965.09999999998,59974.79999999999,1,40127.29999999999,19847.5,0,,Slider,Excited Slider,9,object-115,Ratings,Toilet 4.jpg,,16,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,5,22
73,1730143297948,28/10/2024 19:21:37,1730128897948,-4,28/10/2024 11:21:37,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,1,Ratings,Ratings,j64n3q,1,response,0,23394.79999999999,59965.09999999998,59975.20000000595,23394.79999999999,59965.09999999998,59975.20000000595,1,23394.79999999999,36580.40000000596,0,,Slider,Happy Slider,11,object-144,Ratings,Toilet 4.jpg,,16,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,6,22
74,1730143297948,28/10/2024 19:21:37,1730128897948,-4,28/10/2024 11:21:37,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,1,Ratings,Ratings,j64n3q,1,response,10,45537.09999999998,59965.09999999998,59975.49999998807,45537.09999999998,59965.09999999998,59975.49999998807,1,45537.09999999998,14438.39999998809,0,,Slider,Upset Slider,13,object-129,Ratings,Toilet 4.jpg,,16,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,7,22
75,1730143297948,28/10/2024 19:21:37,1730128897948,-4,28/10/2024 11:21:37,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,1,Ratings,Ratings,j64n3q,1,response,30,27269.099999999977,59965.09999999998,59975.99999998807,27269.099999999977,59965.09999999998,59975.99999998807,1,27269.099999999977,32706.89999998809,0,,Slider,Sad Slider,15,object-131,Ratings,Toilet 4.jpg,,16,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,8,22
76,1730143297949,28/10/2024 19:21:37,1730128897949,-4,28/10/2024 11:21:37,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,1,Ratings,Ratings,j64n3q,1,response,0,54120.59999999998,59965.09999999998,59976.20000000595,54120.59999999998,59965.09999999998,59976.20000000595,1,54120.59999999998,5855.600000005972,0,,Slider,Satisfied Slider,17,object-133,Ratings,Toilet 4.jpg,,16,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,9,22
77,1730143297949,28/10/2024 19:21:37,1730128897949,-4,28/10/2024 11:21:37,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,1,Ratings,Ratings,j64n3q,1,response,5,31142.899999999994,59965.09999999998,59976.59999998211,31142.899999999994,59965.09999999998,59976.59999998211,1,31142.899999999994,28833.699999982113,0,,Slider,Scared Slider,19,object-135,Ratings,Toilet 4.jpg,,16,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,10,22
78,1730143297950,28/10/2024 19:21:37,1730128897950,-4,28/10/2024 11:21:37,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,1,Ratings,Ratings,j64n3q,1,response,0,57009.29999999999,59965.09999999998,59977.39999999403,57009.29999999999,59965.09999999998,59977.39999999403,1,57009.29999999999,2968.0999999940395,0,,Slider,Joyful Slider,21,object-137,Ratings,Toilet 4.jpg,,16,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,11,22
79,1730143300912,28/10/2024 19:21:40,1730128900912,-4,28/10/2024 11:21:40,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,1,Fixation_Music,Fixation Cross,9dr1nk,1,continue,,2972.600000000035,2972.600000000035,2972.600000000035,2972.600000000035,2972.600000000035,2972.600000000035,1,2972.600000000035,0,0,,Fixation Timing,Fixation Cross,1,object-99,Fixation_Music,,6_5.mp3,29,,,,,,,,,,,,11,22
80,1730143300914,28/10/2024 19:21:40,1730128900914,-4,28/10/2024 11:21:40,169297,24,task-6dig,,40959821,TEAM_DEV_306,11959792,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1920x1080,1912x954,,,0,rating-task,17,,Spreadsheet,Spreadsheet,1,Fixation_Music,Music,kaqnbx,2,info,audio started,0,0,0,4.000000005937181,0,4.000000005937181,1,0,0,0,,Audio Clip,Audio,1,object-104,Fixation_Music,,6_5.mp3,29,,,,,,,,,,,,11,22
